application,data_structure,PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_DP_OPS,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SP_OPS,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
4:java.util.ArrayList,java.util.ArrayList,577.0,784.0,0.0,477.0,579.0,111.0,196.0,1.0,24.0,4.0,4.0,0.0,1036.0,790.0,53.0,134.0,59.0,14.0,195.5,192.0,51.0,37.0,24.0,229.5,154.0,1.0,135.0,2.0,0.0,335.0,71.0,190.5,26.0,48.0,0.0,0.0,1.0,4.0,0.0,71.0,20.0,68.0,0.0,1543.0,2111.0,0.0,23.5,1743.0,228.0,0.0,570.0,1267.5,508.5,0.0,8.0,2639.5,4543.0,0.0,0.0
503:java.util.Vector,java.util.Vector,584.0,794.0,1.0,478.0,585.0,104.0,203.0,1.0,6.0,4.0,2.0,0.0,1058.0,841.5,60.0,120.0,54.0,16.0,171.0,179.0,39.0,39.0,26.0,172.0,135.0,0.0,128.0,3.0,0.0,320.5,52.0,156.0,26.0,39.0,1.0,0.0,0.0,2.0,0.0,47.0,17.0,65.0,1.0,1542.0,2131.0,0.0,20.0,1743.0,191.0,0.0,596.0,1354.0,443.0,0.0,5.0,2781.5,4647.0,0.0,0.0
504:java.util.Vector,java.util.Vector,4176.0,4598.5,4.0,4485.5,4551.5,464.5,513.5,1.0,17.0,12.0,5.5,0.0,6834.5,3620.5,105.0,215.0,100.0,19.0,337.5,312.0,71.5,72.0,32.0,280.0,231.0,1.0,210.0,5.0,0.5,596.5,91.5,293.5,32.0,60.0,2.0,1.0,1.0,3.0,0.0,97.0,30.0,96.0,1.0,8831.5,7902.0,78.0,33.0,4980.0,412.0,0.0,1194.0,1867.0,557.0,0.0,5.0,7366.5,25128.5,0.0,0.0
506:java.util.Vector,java.util.Vector,1033.5,1268.0,1.0,841.0,1024.5,196.0,221.0,1.0,18.0,20.0,7.5,0.0,1529.5,1060.0,99.0,222.0,85.0,21.0,322.0,306.0,74.5,66.0,28.0,268.0,228.0,0.0,222.0,4.0,1.0,556.5,71.0,289.0,28.0,59.5,4.0,1.0,2.0,4.0,0.0,74.0,21.5,89.5,3.5,2129.0,2905.0,98.0,41.0,2241.0,369.5,0.0,730.0,1584.0,522.0,0.0,5.0,3554.0,7059.0,0.0,0.0
50:java.util.ArrayList,java.util.ArrayList,15789.0,16797.0,15.5,13438.0,15901.0,2312.5,1134.0,3.0,45.0,21.0,16.0,0.0,16617.5,10388.0,143.0,218.0,119.0,38.0,355.0,325.0,110.0,87.0,57.0,251.0,236.0,3.0,199.0,5.0,2.0,547.5,133.0,313.0,60.0,119.0,4.0,3.0,2.0,5.0,0.0,137.0,66.0,137.0,3.0,24769.0,26713.0,137.5,55.0,13695.0,979.0,0.0,2158.5,2940.5,764.0,0.0,10.0,20703.0,82100.5,0.0,0.0
512:java.util.Vector,java.util.Vector,27460.0,28867.0,15.0,24558.0,27440.5,2915.0,1392.0,3.0,57.0,8.0,17.0,0.0,29164.0,17578.0,120.0,255.0,100.0,29.0,404.5,369.5,91.5,74.0,50.0,445.0,267.0,9.0,262.0,5.0,2.0,621.0,136.0,349.0,46.0,96.5,1.0,2.0,2.0,9.5,0.0,129.0,49.0,139.5,2.0,40152.0,43046.5,64.0,46.0,21912.0,460.5,0.0,2957.0,3558.5,1141.5,0.0,10.0,34161.5,143841.0,0.0,0.0
513:java.util.LinkedList,java.util.LinkedList,540.0,738.0,1.0,436.0,541.0,115.0,192.0,0.0,15.5,10.0,5.0,0.0,928.5,667.5,64.0,115.5,74.0,13.0,185.5,180.0,44.0,54.0,22.0,312.5,150.0,1.0,111.5,1.5,0.0,309.0,51.5,173.0,22.0,41.0,0.0,0.0,0.0,2.0,0.0,49.5,14.0,55.5,0.5,1415.0,1931.0,0.0,22.0,1660.0,163.5,0.0,517.0,1327.0,508.0,0.0,10.0,2674.5,4126.0,0.0,0.0
516:java.util.Vector,java.util.Vector,5.383672E7,7.27434435E7,96.5,7.17952355E7,2.3919422E7,834996.5,4471289.0,227227.0,528041.0,810920.5,75243.5,0.0,1.14307112E8,7.4854187E7,698820.5,2172.0,27880.0,264171.0,484262.0,312212.5,2012411.0,204013.0,201285.0,1269.5,4.0,1331.5,1482.0,55806.5,65325.5,467896.5,2598950.0,246518.5,258963.0,1010716.5,33562.5,131660.0,1534.5,1252.5,10120.0,2719177.5,386076.0,3157036.0,255150.5,1.69780873E8,1.010503215E8,2351257.0,365761.0,3.1587891E7,5081684.0,0.0,3.14691445E7,2808943.5,74058.5,2116.5,81.5,4.4958973E7,4.853829195E8,0.0,0.0
51:java.util.ArrayList,java.util.ArrayList,2765.0,2701.5,4.0,1714.0,2760.0,762.0,822.0,10.0,55.5,26.0,29.5,0.0,3657.5,2603.5,157.5,161.0,118.0,56.0,308.5,294.0,147.5,85.0,66.0,199.0,182.0,2.0,151.0,4.0,8.0,473.0,159.0,265.5,64.0,138.0,4.0,10.0,2.0,4.0,0.0,154.0,87.0,157.5,8.5,6247.0,8972.0,141.5,76.0,5146.0,1110.0,0.0,1893.0,2410.0,612.5,0.0,9.0,7617.0,19440.0,0.0,0.0
520:java.util.LinkedList,java.util.LinkedList,600.0,823.0,2.0,477.0,599.0,134.0,216.0,0.0,20.0,7.5,6.0,0.0,1053.5,795.5,63.0,160.0,72.0,14.0,225.0,213.0,42.5,51.0,24.0,246.0,170.0,1.0,167.0,3.0,0.0,383.5,64.5,219.0,22.0,46.5,1.0,0.0,2.0,3.0,0.0,66.0,22.5,65.0,1.0,1598.0,2181.0,0.0,32.0,1992.0,180.5,0.0,583.5,1572.5,591.0,0.0,9.0,2986.5,4668.0,0.0,0.0
523:java.util.LinkedList,java.util.LinkedList,568.0,777.0,2.0,453.0,568.0,126.0,202.0,0.0,26.0,12.0,7.0,0.0,1020.0,763.0,94.0,150.0,98.0,14.0,249.0,216.0,49.0,66.0,24.0,231.0,159.0,1.0,146.0,2.0,0.0,374.0,70.5,215.0,24.0,46.0,1.5,0.0,1.0,3.0,0.0,70.5,17.5,67.0,1.0,1541.0,2125.0,0.0,25.0,1909.0,297.5,0.0,581.0,1419.0,547.5,0.0,9.0,2783.5,4461.0,0.0,0.0
525:java.util.Vector,java.util.Vector,11536.0,14994.0,8.0,10362.0,11498.0,1179.5,3444.0,3.0,26.0,10.0,11.0,0.0,22342.0,14036.5,112.0,182.5,83.0,36.0,308.5,291.0,99.0,65.0,52.0,263.0,192.0,4.0,179.0,6.0,2.0,447.5,122.0,247.5,50.0,103.5,1.0,2.0,1.0,4.0,0.0,121.0,54.5,131.0,3.0,31365.0,42106.0,150.0,60.0,18011.0,576.0,0.0,10738.0,2827.5,795.0,0.0,6.0,27020.5,95950.0,0.0,0.0
52:java.util.ArrayList,java.util.ArrayList,884.5,1100.0,4.0,616.0,866.5,267.0,252.0,3.0,35.0,7.0,11.0,0.0,1400.5,1186.0,89.0,163.0,70.0,35.0,242.0,241.0,85.0,53.0,49.0,196.0,182.5,1.0,149.0,3.0,2.0,430.5,100.0,239.0,48.0,89.5,1.0,2.0,2.0,3.0,0.0,97.5,54.0,105.5,3.0,1890.0,2934.0,120.0,42.0,2656.0,397.0,0.0,1008.5,2069.5,763.5,0.0,8.0,4148.0,6379.0,0.0,0.0
530:java.util.Vector,java.util.Vector,14858.0,15628.0,9.0,13195.0,14849.5,1660.0,796.0,4.0,41.5,22.0,17.5,0.0,15911.5,9776.0,133.0,217.0,100.0,33.0,370.0,340.0,128.5,74.0,54.0,315.0,238.5,4.0,228.0,5.0,2.0,538.5,142.0,297.0,56.0,123.0,4.0,2.0,4.0,6.5,0.0,131.5,55.5,136.0,3.0,21960.5,23993.0,128.5,64.5,13446.0,437.5,0.0,2061.0,3142.0,993.0,0.0,8.0,20230.5,78715.0,0.0,0.0
534:java.util.Vector,java.util.Vector,18077.0,20232.0,12.0,16392.0,18295.0,1978.0,1997.0,2.5,37.0,15.0,15.5,0.0,22971.0,13905.0,134.0,218.0,99.0,34.0,356.5,347.0,115.0,76.0,56.0,300.0,221.0,5.5,217.0,5.0,2.0,558.0,129.5,294.0,54.0,111.5,3.0,2.0,5.0,7.5,0.0,126.0,63.0,130.5,3.0,32105.0,37802.0,197.0,62.5,17637.5,583.5,0.0,5594.0,2437.0,650.5,0.0,9.0,26904.5,108190.0,0.0,0.0
537:java.util.Vector,java.util.Vector,795.0,1033.0,0.0,673.0,791.5,133.0,231.0,0.0,10.0,2.0,2.0,0.0,1346.0,1014.5,50.0,152.0,55.0,12.0,195.0,193.0,35.5,35.0,20.0,246.0,162.0,0.0,161.0,2.0,0.0,383.0,39.0,189.5,20.0,31.0,0.0,0.0,0.0,2.0,0.0,41.0,12.5,40.5,1.0,1875.0,2524.0,0.0,19.0,2075.0,214.0,0.0,651.0,1455.0,489.0,0.0,5.0,3217.0,6003.0,0.0,0.0
53:java.util.ArrayList,java.util.ArrayList,197108.5,302642.5,30.0,237091.5,88162.0,7876.0,22442.0,520.0,10680.5,19215.5,582.5,0.0,425982.5,270397.0,17576.5,474.5,1809.5,323.5,13121.5,11721.5,28266.0,15798.0,835.0,228.0,255.0,104.0,310.5,5028.0,44.0,17643.0,28059.0,15000.0,1076.0,6566.0,1837.0,84.5,127.5,37.0,0.0,33771.0,708.0,45604.0,178.0,745183.0,406443.0,66.0,1125.0,138527.0,95854.0,0.0,77074.5,65621.0,2876.5,5.0,10.0,199813.5,1832722.0,0.0,0.0
541:java.util.LinkedList,java.util.LinkedList,598.0,802.0,0.0,458.0,600.0,151.0,197.0,0.0,10.0,2.0,1.0,0.0,993.0,883.0,54.0,126.0,59.0,10.5,163.0,166.0,26.0,43.0,18.0,219.0,144.0,0.0,121.0,1.0,0.0,312.0,37.0,172.0,18.0,31.0,0.0,0.0,0.0,2.0,0.0,34.0,10.0,38.0,0.0,1550.0,2080.0,0.0,17.0,2075.0,200.5,0.0,527.0,1759.0,637.0,0.0,5.0,3249.5,4432.0,0.0,0.0
543:java.util.LinkedList,java.util.LinkedList,621.0,831.0,2.0,503.0,621.0,129.5,206.0,0.0,20.5,5.5,2.0,0.0,1097.0,830.5,55.0,156.0,67.0,11.0,206.0,195.5,33.0,40.0,20.0,241.0,193.5,0.0,148.0,2.0,0.0,349.5,55.5,195.0,20.0,36.0,0.0,0.0,1.0,3.0,0.0,49.0,12.5,53.0,0.0,1647.0,2220.0,0.0,15.0,1660.0,254.5,0.0,572.0,1206.5,472.5,0.0,9.0,2608.5,4787.0,0.0,0.0
54:java.util.ArrayList,java.util.ArrayList,603.0,799.0,1.0,454.5,607.5,149.0,216.0,1.0,24.0,7.0,5.0,0.0,1013.0,800.5,68.0,128.0,73.0,20.0,190.0,188.0,53.0,46.0,32.0,180.0,147.0,2.0,127.0,4.5,0.5,312.0,69.0,172.0,32.0,50.5,1.0,0.0,2.0,2.0,0.0,75.0,24.5,71.5,1.0,1495.0,2147.0,47.0,30.0,1909.0,312.5,0.0,648.0,1404.0,530.5,0.0,9.0,2811.5,4573.0,0.0,0.0
550:java.util.Vector,java.util.Vector,3423.0,4231.0,5.0,2960.0,3195.0,395.0,1020.0,3.0,36.5,14.0,16.0,0.0,6333.0,4165.0,130.0,223.0,101.0,28.0,358.5,349.0,117.5,83.5,44.0,281.0,226.5,5.0,223.0,5.0,1.0,603.5,125.5,315.0,44.0,90.5,4.0,1.0,4.0,9.0,0.0,136.5,46.5,143.0,3.0,8932.0,12071.0,46.0,53.0,6391.0,405.5,0.0,3212.0,2335.5,778.0,0.0,8.0,9582.0,27825.0,0.0,0.0
555:java.util.Vector,java.util.Vector,3693950.5,5537964.0,76.0,4847409.0,1690042.0,160302.5,2625.0,62228.0,179090.0,136629.5,17001.5,0.0,5693723.5,3460725.5,145969.5,914.5,5018.0,86122.5,101273.5,67553.5,390002.5,10954.5,50276.0,729.5,26.0,703.5,776.0,21024.0,19567.5,122614.5,521245.0,14194.0,67588.0,200429.5,12390.0,44810.5,734.5,739.0,2863.0,543521.5,74805.5,561926.5,94243.5,8336948.0,3576930.0,1048610.5,68190.0,1673446.0,1275532.0,0.0,832141.0,726170.0,9525.5,757.5,17.5,3376269.5,2.29361655E7,0.0,0.0
556:java.util.Vector,java.util.Vector,1.88145315E7,2.77182625E7,50.5,2.7582668E7,8485928.5,272670.5,1502889.5,63357.5,151928.0,345153.0,33068.0,0.0,4.0138055E7,2.72175275E7,282618.5,1308.0,11559.5,87576.0,195198.0,115190.5,782369.0,101829.5,53299.0,1015.5,3.0,1100.0,1094.5,24109.0,19984.5,175833.0,1052022.0,122813.0,117142.0,404216.5,11597.0,38330.0,1032.0,1082.5,839.5,1137661.0,81328.0,1259133.5,94763.5,5.9955035E7,3.53161445E7,1008547.5,144579.0,1.1386106E7,1894551.0,0.0,1.0337701E7,1061192.5,26834.5,683.0,37.0,1.6159021E7,1.69418973E8,0.0,0.0
557:java.util.Vector,java.util.Vector,1843.0,2460.0,2.0,1603.0,1843.0,240.0,618.0,1.0,9.0,4.0,3.0,0.0,3628.0,2307.0,79.0,134.0,69.0,19.0,217.0,206.5,53.5,51.0,30.0,180.0,145.0,0.0,139.5,4.0,0.5,353.0,58.0,189.5,29.0,60.5,1.0,1.0,0.0,0.0,0.0,61.0,30.0,67.5,1.0,5085.0,6997.0,82.0,28.5,3486.0,280.5,0.0,1919.0,1226.0,393.0,0.0,5.0,5392.0,15519.0,0.0,0.0
558:java.util.Vector,java.util.Vector,6172052.0,7218001.0,33.0,8143513.0,2730333.0,106481.5,44673.5,752.5,16249.5,32743.5,1726.5,0.0,8112412.0,5434493.0,25890.5,770.0,3955.0,725.0,19109.0,17521.0,54093.5,23620.5,1233.0,468.5,263.5,356.0,504.5,7439.5,61.5,25899.0,56313.0,20878.0,1616.0,17102.5,3267.5,96.5,348.5,209.5,1.0,65284.0,1048.5,87237.5,242.5,1.243463E7,6092771.5,3573.5,3013.0,2218714.5,110789.5,0.0,383659.5,164375.5,4467.5,7.0,14.0,3149346.5,3.94453265E7,0.0,0.0
55:java.util.ArrayList,java.util.ArrayList,581.0,818.0,0.0,456.0,583.0,123.0,234.0,0.0,10.0,2.0,2.0,0.0,1021.0,831.0,47.0,92.0,59.0,10.0,129.0,136.0,28.0,35.0,18.0,141.0,122.0,0.0,90.0,2.0,0.0,216.0,33.5,121.0,16.0,29.5,0.0,0.0,0.0,0.0,0.0,31.0,12.0,45.0,0.0,1633.0,2156.0,0.0,18.0,1743.0,252.0,0.0,520.0,1268.0,381.0,0.0,4.0,2617.5,4513.0,0.0,0.0
563:java.util.Vector,java.util.Vector,1140.0,1088.0,2.0,652.0,847.0,285.0,237.0,3.0,41.0,7.0,11.0,0.0,1447.5,1248.5,108.0,205.0,91.0,28.0,328.0,312.0,96.0,70.5,46.0,256.0,232.0,6.0,213.0,4.0,1.0,516.0,120.0,281.5,46.0,90.0,1.0,2.0,4.0,3.0,0.0,108.0,46.0,141.5,3.0,2158.0,2819.0,39.0,45.5,2988.0,385.0,0.0,944.0,2258.0,813.0,0.0,9.0,4222.0,7634.5,0.0,0.0
564:java.util.Vector,java.util.Vector,11226.0,12567.0,4.0,7922.0,8549.0,991.0,903.0,3.0,47.0,14.5,15.0,0.0,11984.0,7147.5,107.0,195.0,78.0,34.0,315.0,281.0,98.0,54.0,48.0,258.0,224.0,6.0,198.0,5.0,2.0,485.5,114.5,271.0,50.0,83.0,4.0,2.0,1.0,2.0,0.0,108.0,47.5,130.0,3.0,13864.0,17314.0,73.0,44.0,10997.5,416.5,0.0,2078.0,3200.0,1010.5,0.0,5.0,17446.5,54608.0,0.0,0.0
565:java.util.Vector,java.util.Vector,806.0,1058.0,2.0,674.0,807.0,135.0,267.0,1.0,46.0,8.0,6.0,0.0,1419.0,1082.0,93.0,255.5,90.0,19.0,337.0,328.0,63.0,64.0,30.0,300.0,271.0,4.0,250.0,3.0,1.0,589.0,87.5,316.0,30.0,54.0,1.0,1.0,2.0,5.0,0.0,87.0,21.0,103.5,2.0,1991.0,2734.0,0.0,28.0,2490.0,221.5,0.0,737.0,1884.0,738.5,0.0,9.0,3799.0,6287.0,0.0,0.0
568:java.util.Vector,java.util.Vector,204920.5,272383.0,28.0,276415.5,92160.5,3638.0,15040.5,538.5,12016.0,14888.5,719.5,0.0,436617.5,287091.5,14370.5,518.0,815.0,509.5,10591.5,5927.5,23066.0,6873.5,840.0,302.0,246.0,114.0,362.5,4253.5,37.5,8320.5,39885.5,8247.5,1114.0,3805.5,1014.5,61.5,143.0,43.5,0.0,44873.0,714.5,66490.5,127.5,628252.0,367300.5,4332.5,1452.0,124749.0,54147.5,0.0,102316.5,31133.5,2973.0,3.0,12.0,181971.5,1886815.5,0.0,0.0
56:java.util.ArrayList,java.util.ArrayList,1993796.5,2331667.5,46.0,2654623.0,891552.5,33377.5,15702.0,37.0,3960.5,7607.5,284.0,0.0,2502091.5,1436554.5,14809.0,477.5,1074.0,119.0,10737.0,11086.0,10227.0,15566.5,114.0,413.0,304.0,85.5,415.0,2180.0,11.0,16951.0,10165.5,15343.0,108.0,2264.5,613.0,17.0,72.0,53.0,0.0,10565.5,51.0,20111.0,31.0,4018908.0,1939031.5,16.0,675.0,741273.0,44842.0,0.0,55598.5,74919.5,3128.0,3.0,6.0,1055163.0,1.25313105E7,0.0,0.0
571:java.util.LinkedList,java.util.LinkedList,544.0,751.0,1.5,439.0,545.0,104.0,204.0,0.0,36.0,11.0,5.5,0.0,998.0,723.0,72.0,134.0,87.0,14.0,209.0,201.5,53.0,55.0,24.0,185.0,184.0,1.0,137.5,5.0,0.0,375.5,87.5,195.5,22.0,49.0,2.0,0.0,1.0,2.0,0.0,81.5,20.0,83.5,1.0,1499.0,2074.0,0.0,22.0,1743.0,284.0,0.0,570.0,1197.0,447.5,0.0,10.0,2502.5,4323.0,0.0,0.0
573:java.util.Vector,java.util.Vector,647.0,882.0,2.0,543.0,648.0,104.0,228.0,0.0,24.0,7.0,5.0,0.0,1194.0,885.0,59.0,147.0,59.0,15.0,198.5,204.0,47.0,39.0,24.0,202.0,172.0,2.0,154.0,3.0,0.0,345.0,69.0,177.0,24.0,40.0,1.0,0.0,1.0,6.0,0.0,61.0,15.5,70.5,1.0,1718.0,2356.0,0.0,24.0,1909.0,146.0,0.0,640.0,1343.0,586.0,0.0,9.0,2900.0,5210.0,0.0,0.0
577:java.util.LinkedList,java.util.LinkedList,578.0,777.0,2.0,458.5,578.0,118.0,204.0,0.0,25.0,5.0,4.0,0.0,976.0,760.5,63.0,137.0,71.0,12.0,196.0,196.0,33.5,46.0,20.0,187.0,155.0,1.0,145.0,2.0,0.0,342.0,60.0,199.0,20.0,34.0,1.0,0.0,1.0,2.0,0.0,58.0,16.0,58.5,0.5,1488.0,2003.0,0.0,21.0,2075.0,154.0,0.0,516.0,1660.5,675.5,0.0,8.0,3034.0,4298.0,0.0,0.0
57:java.util.ArrayList,java.util.ArrayList,1.7162639E7,2.81119985E7,82.0,1.59061595E7,7742972.5,934593.5,3398404.0,31584.5,70879.0,199081.0,16596.0,0.0,4.6805527E7,3.11885695E7,155393.0,1144.0,11322.5,44725.5,108078.5,86032.0,443498.5,80858.0,28133.0,758.0,6.0,878.5,1145.5,14298.5,9961.5,139279.0,592220.5,106995.5,35968.0,236680.5,5205.0,22348.0,735.5,755.0,218.0,634685.5,26675.0,714803.5,37399.0,8.83565165E7,4.92241165E7,456425.0,79636.0,1.3981599E7,5776418.0,0.0,1.161041E7,3277411.5,17197.0,217.0,25.0,1.9858199E7,1.89770295E8,0.0,0.0
580:java.util.Vector,java.util.Vector,1381.0,1594.0,3.0,1059.0,1379.0,315.0,202.5,3.5,57.0,15.0,18.0,0.0,1761.5,1324.0,110.5,199.5,86.0,33.0,321.0,295.5,136.5,66.0,52.0,240.5,226.0,3.0,207.0,4.0,2.0,512.0,129.0,275.5,48.0,91.5,2.0,3.0,4.5,6.0,0.0,132.0,53.5,136.5,2.0,2413.0,3239.0,46.0,59.0,3154.0,379.0,0.0,869.0,2264.0,879.5,0.0,8.0,6837.5,8320.0,0.0,0.0
581:java.util.LinkedList,java.util.LinkedList,582.0,790.0,1.0,459.0,583.5,121.0,215.0,0.0,19.0,3.0,3.0,0.0,1014.0,825.0,69.5,137.0,72.0,15.0,198.0,189.0,45.5,47.0,26.0,211.0,153.5,1.0,137.0,2.0,0.0,342.0,59.0,206.0,26.0,38.0,2.0,0.0,1.0,1.0,0.0,62.0,16.0,67.0,1.0,1539.0,2111.0,0.0,21.0,1992.0,202.0,0.0,569.0,1673.5,664.0,0.0,8.0,4513.0,4491.0,0.0,0.0
584:java.util.LinkedList,java.util.LinkedList,572.0,788.0,1.0,443.0,573.0,127.0,210.0,0.0,23.0,6.0,4.0,0.0,1042.0,852.0,61.5,133.0,64.0,16.0,207.0,184.0,47.5,43.0,28.0,209.0,158.0,1.0,138.0,2.0,0.0,341.5,58.0,193.0,28.0,42.0,0.0,0.0,1.0,2.0,0.0,53.0,19.5,64.0,1.0,1543.0,2142.0,0.0,24.5,1992.0,150.0,0.0,596.0,1950.0,847.0,0.0,8.0,3479.5,4521.0,0.0,0.0
589:java.util.LinkedList,java.util.LinkedList,674.0,912.0,2.0,545.5,663.5,121.0,245.0,0.0,30.0,12.0,6.0,0.0,1220.0,844.0,86.0,180.0,92.0,14.0,269.0,255.5,48.5,61.0,24.0,250.0,203.0,1.0,185.5,3.0,0.0,445.0,64.5,245.5,24.0,55.5,3.0,0.0,1.0,4.0,0.0,70.0,18.0,69.0,1.0,1823.0,2469.5,0.0,28.5,2075.0,247.0,0.0,659.0,1343.5,534.5,0.0,8.0,2983.0,5338.0,0.0,0.0
58:java.util.ArrayList,java.util.ArrayList,14707.0,15839.5,11.0,12592.0,14692.0,2112.0,1151.0,2.0,40.0,16.0,10.0,0.0,15561.5,9812.0,108.0,210.0,116.0,24.0,329.5,317.0,89.0,77.0,40.0,243.0,225.5,1.0,214.0,4.0,1.0,512.5,103.0,283.0,40.0,80.0,2.0,1.0,1.0,3.0,0.0,104.5,47.0,97.0,2.0,23071.5,24921.0,87.0,42.5,13321.5,835.0,0.0,1853.0,2887.5,806.0,1.0,10.0,19452.0,75638.0,0.0,0.0
596:java.util.Vector,java.util.Vector,1.68848425E7,2.4909538E7,40.0,2.3203693E7,7479875.5,206202.5,2219619.5,60.0,21490.5,120221.5,3827.5,0.0,4.5548621E7,2.96163505E7,84143.0,955.0,8273.0,78.0,58614.0,43217.0,247832.5,62276.5,46.0,661.0,73.0,651.0,778.0,4237.0,51.5,65914.0,307495.5,77911.5,38.0,117961.0,2023.5,53.0,710.5,338.5,1.0,331227.0,305.0,410204.0,62.0,6.66861665E7,4.1245039E7,0.0,41839.0,1.1941791E7,244398.5,0.0,1.4938893E7,228999.5,11410.5,2.0,11.0,1.673113E7,1.81769589E8,0.0,0.0
597:java.util.Vector,java.util.Vector,14863.0,16063.0,9.0,13333.0,14857.0,1529.0,1193.0,1.0,22.0,4.0,4.0,0.0,17306.5,10258.0,72.5,165.0,68.0,18.0,232.0,228.0,52.0,48.0,26.0,199.5,179.0,1.0,166.0,4.0,0.0,376.0,67.5,202.0,26.0,46.5,0.0,0.0,1.0,8.0,0.0,65.0,23.0,73.0,1.0,23904.0,26802.0,64.0,25.5,13197.0,308.0,0.0,2894.0,1768.0,656.0,0.0,9.0,19948.0,83062.0,0.0,0.0
59:java.util.ArrayList,java.util.ArrayList,5906.0,6324.0,6.0,4845.5,5038.0,1096.0,689.0,2.0,39.0,15.0,14.0,0.0,6274.0,3813.5,120.0,200.0,111.0,24.5,334.0,309.0,102.0,80.0,41.0,245.5,231.5,4.0,208.0,3.0,1.0,517.0,112.0,290.0,42.0,89.0,3.0,1.0,3.0,6.0,0.0,111.5,46.0,110.5,1.0,11212.5,9795.0,92.0,49.0,6059.0,536.0,0.0,1336.5,2777.0,768.5,0.0,10.0,11494.0,27321.0,0.0,0.0
5:java.util.ArrayList,java.util.ArrayList,2043.0,2275.0,1.0,1678.0,2043.5,368.0,222.0,1.0,27.0,10.0,10.0,0.0,2328.5,1762.0,95.0,166.0,93.0,21.0,279.0,274.0,73.0,60.0,36.0,247.0,185.0,2.0,177.0,4.0,1.0,454.5,93.5,244.5,38.0,72.0,1.0,1.0,3.0,3.0,0.0,84.0,34.5,93.0,1.0,3432.0,4320.0,91.0,40.0,3735.0,474.0,0.0,869.0,2385.0,707.0,0.0,4.0,5550.5,11643.0,0.0,0.0
60:java.util.ArrayList,java.util.ArrayList,13147.0,13377.0,9.0,11667.0,13138.0,1477.0,243.0,2.0,32.5,9.0,8.0,0.0,11480.0,6417.0,100.0,176.0,83.0,27.0,270.0,271.5,71.5,64.0,38.0,221.0,218.0,2.0,191.0,2.0,1.5,465.0,91.0,243.5,38.0,78.5,0.0,2.0,3.0,2.0,0.0,95.5,33.5,96.0,3.0,17957.0,18740.0,20.0,37.5,10375.0,308.5,0.0,757.0,2331.5,689.5,0.0,10.0,16209.5,62596.0,0.0,0.0
61:java.util.ArrayList,java.util.ArrayList,1.25607265E7,1.63477795E7,54.5,1.4488742E7,4921640.5,309706.5,1199.0,94321.0,168621.5,352355.5,43087.0,0.0,1.41990885E7,8869841.5,313944.5,1072.5,3592.0,133387.5,217356.5,110224.5,897295.5,63545.5,132070.0,716.5,5.0,692.0,836.5,16768.0,31429.5,191951.5,1151088.0,73659.0,94110.0,461651.0,7779.5,57125.5,682.0,710.0,1181.5,1236507.5,170177.5,1400546.5,126289.0,2.4553145E7,1.03514125E7,1677614.0,163106.5,5124337.0,2475283.0,0.0,1252489.5,1155716.5,28989.0,1268.0,23.5,6734679.0,7.642128E7,0.0,0.0
62:java.util.ArrayList,java.util.ArrayList,16973.0,19039.0,10.0,13948.0,16972.0,3036.0,2067.0,1.0,28.0,17.0,6.5,0.0,19168.5,11318.0,100.0,188.0,97.0,19.0,304.0,272.0,57.5,68.0,28.0,233.0,197.5,0.0,199.0,5.0,0.0,460.5,84.5,271.0,28.0,73.0,4.0,1.0,0.0,2.0,0.0,87.5,32.5,85.5,1.0,32231.0,35653.0,21.0,34.0,17222.5,1510.0,0.0,3432.0,3731.5,726.0,1.0,3.0,26023.0,95468.0,0.0,0.0
